Comuna_Origen;Especialidad_Destino;Rango_Edad;Establecimiento_Destino;CIE-10;Observacion;Tipo_Especialidad
SAN ANTONIO;NEFROLOGÍA ADULTO;Desde 15 años;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, ENFERMEDAD RENAL CRÓNICA, ESTADIO 4 (N184) , OTROS TRASTORNOS ESPECIFICADOS DEL RIÑON Y DEL URETER (N288);Sin observación;Médica
SAN ANTONIO;NEUROCIRUGIA;Toda edad;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);Sin restricción CIE-10;Sin observación;Médica
SAN ANTONIO;NEUROLOGÍA ADULTO;Desde 15 años;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, ESCLEROSIS MULTIPLE (G35);Sin observación;Médica
SAN ANTONIO;NEUROLOGÍA ADULTO;Desde 15 años;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
SAN ANTONIO;OBSTETRICIA Y GINECOLOGÍA;Toda edad;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA (VIH), SIN OTRA ESPECIFICACION (B24);Sin observación;Médica
SAN ANTONIO;OBSTETRICIA Y GINECOLOGÍA;Desde 15 años;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, CARCINOMA IN SITU DE LA MAMA (D05) , CARCINOMA IN SITU DE LA MAMA, PARTE NO ESPECIFICADA (D059) , CARCINOMA IN SITU INTRACANALICULAR (D051) , CARCINOMA IN SITU LOBULAR (D050) , INFERTILIDAD FEMENINA (N97) , INFERTILIDAD FEMENINA ASOCIADA CON FACTORES MASCULINOS (N974) , INFERTILIDAD FEMENINA ASOCIADA CON FALTA DE OVULACION (N970) , INFERTILIDAD FEMENINA DE ORIGEN CERVICAL (N973) , INFERTILIDAD FEMENINA DE ORIGEN TUBARICO (N971) , INFERTILIDAD FEMENINA DE ORIGEN UTERINO (N972) , INFERTILIDAD FEMENINA DE OTRO ORIGEN (N978) , INFERTILIDAD FEMENINA, NO ESPECIFICADA (N979) , LESION DE SITIOS CONTIGUOS DE LA MAMA (C508) , OTROS CARCINOMAS IN SITU DE LA MAMA (D057) , TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA MAMA (D486) , TUMOR MALIGNO DE LA MAMA (C50) , TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA (C509) , TUMOR MALIGNO DE LA PORCION CENTRAL DE LA MAMA (C501) , TUMOR MALIGNO DE LA PROLONGACION AXILAR DE LA MAMA (C506) , TUMOR MALIGNO DEL CUADRANTE INFERIOR EXTERNO DE LA MAMA (C505) , TUMOR MALIGNO DEL CUADRANTE INFERIOR INTERNO DE LA MAMA (C503) , TUMOR MALIGNO DEL CUADRANTE SUPERIOR EXTERNO DE LA MAMA (C504) , TUMOR MALIGNO DEL CUADRANTE SUPERIOR INTERNO DE LA MAMA (C502) , TUMOR MALIGNO DEL PEZON Y AREOLA MAMARIA (C500);Sin observación;Médica
SAN ANTONIO;OBSTETRICIA Y GINECOLOGÍA;Desde 18 años;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, PROBLEMAS RELACIONADOS CON EL AMBIENTE SOCIAL (Z60);Sin observación;Médica
SAN ANTONIO;OBSTETRICIA Y GINECOLOGÍA;Desde 15 años;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, CARCINOMA IN SITU DE LA MAMA (D05) , CARCINOMA IN SITU DE LA MAMA, PARTE NO ESPECIFICADA (D059) , CARCINOMA IN SITU INTRACANALICULAR (D051) , CARCINOMA IN SITU LOBULAR (D050) , INFERTILIDAD FEMENINA (N97) , INFERTILIDAD FEMENINA ASOCIADA CON FACTORES MASCULINOS (N974) , INFERTILIDAD FEMENINA ASOCIADA CON FALTA DE OVULACION (N970) , INFERTILIDAD FEMENINA DE ORIGEN CERVICAL (N973) , INFERTILIDAD FEMENINA DE ORIGEN TUBARICO (N971) , INFERTILIDAD FEMENINA DE ORIGEN UTERINO (N972) , INFERTILIDAD FEMENINA DE OTRO ORIGEN (N978) , INFERTILIDAD FEMENINA, NO ESPECIFICADA (N979) , LESION DE SITIOS CONTIGUOS DE LA MAMA (C508) , OTROS CARCINOMAS IN SITU DE LA MAMA (D057) , TUMOR MALIGNO DE LA MAMA (C50) , TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA (C509) , TUMOR MALIGNO DE LA PORCION CENTRAL DE LA MAMA (C501) , TUMOR MALIGNO DE LA PROLONGACION AXILAR DE LA MAMA (C506) , TUMOR MALIGNO DEL CUADRANTE INFERIOR EXTERNO DE LA MAMA (C505) , TUMOR MALIGNO DEL CUADRANTE INFERIOR INTERNO DE LA MAMA (C503) , TUMOR MALIGNO DEL CUADRANTE SUPERIOR EXTERNO DE LA MAMA (C504) , TUMOR MALIGNO DEL CUADRANTE SUPERIOR INTERNO DE LA MAMA (C502) , TUMOR MALIGNO DEL PEZON Y AREOLA MAMARIA (C500);Sin observación;Médica
SAN ANTONIO;OBSTETRICIA Y GINECOLOGÍA;Toda edad;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
SAN ANTONIO;OFTALMOLOGIA;Toda edad;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);Sin restricción CIE-10;Sin observación;Médica
SAN ANTONIO;OFTALMOLOGIA;Desde 65 años;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);, ANISOMETROPIA Y ANISEICONIA (H523) , ASTIGMATISMO (H522) , CEGUERA DE AMBOS OJOS (H540) , CEGUERA DE UN OJO (H544) , CEGUERA DE UN OJO, VISION SUBNORMAL DEL OTRO (H541) , CEGUERA Y DISMINUCION DE LA AGUDEZA VISUAL (H54) , DEFECTOS DEL CAMPO VISUAL (H534) , DISMINUCION INDETERMINADA DE LA AGUDEZA VISUAL DE UN OJO (H546) , DISMINUCION INDETERMINADA DE LA AGUDEZA VISUAL EN AMBOS OJOS (H543) , HIPERMETROPIA (H520) , MIOPIA (H521) , MIOPIA DEGENERATIVA (H442) , OTRAS ALTERACIONES VISUALES (H538) , OTROS TRASTORNOS DE LA REFRACCION (H526) , PRESBICIA (H524) , TRASTORNO DE LA REFRACCION, NO ESPECIFICADO (H527) , TRASTORNOS DE LA ACOMODACION (H525) , TRASTORNOS DE LA ACOMODACION Y DE LA REFRACCION (H52) , VISION SUBNORMAL DE AMBOS OJOS (H542) , VISION SUBNORMAL DE UN OJO (H545);Sin observación;Médica
SAN ANTONIO;OFTALMOLOGIA;Toda edad;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);, CATARATA COMPLICADA (H262) , CATARATA CONGENITA (Q120) , CATARATA DIABETICA (E10-E14+ CON CUARTO CARACTER COMUN .3) (H280) , CATARATA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE (H282) , CATARATA EN OTRAS ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS CLASIFICADAS EN OTRA PARTE (H281) , CATARATA INDUCIDA POR DROGAS (H263) , CATARATA INFANTIL, JUVENIL Y PRESENIL (H260) , CATARATA, NO ESPECIFICADA (H269) , CATARATA RESIDUAL (H264) , CATARATA SENIL (H25) , CATARATA SENIL INCIPIENTE (H250) , CATARATA SENIL, NO ESPECIFICADA (H259) , CATARATA SENIL NUCLEAR (H251) , CATARATA SENIL, TIPO MORGAGNIAN (H252) , CATARATA TRAUMATICA (H261) , CATARATA Y OTROS TRASTORNOS DEL CRISTALINO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE (H28) , OTRAS CATARATAS (H26) , OTRAS CATARATAS SENILES (H258) , OTRAS FORMAS ESPECIFICADAS DE CATARATA (H268) , SINDROME VITREO CONSECUTIVO A CIRUGIA DE CATARATA (H590);Sin observación;Médica
SAN ANTONIO;OTORRINOLARINGOLOGIA;Toda edad;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
SAN ANTONIO;PSIQUIATRÍA ADULTO;Desde 18 años;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
SAN ANTONIO;TRAUMATOLOGÍA Y ORTOPEDIA;Desde 15 años;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
SAN ANTONIO;UROLOGIA;Toda edad;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
SAN ANTONIO;PSIQUIATRÍA PEDIÁTRICA Y DE LA ADOLESCENCIA;0 a 17 años, 11 meses, 29 días.;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, PROBLEMAS RELACIONADOS CON EL AMBIENTE SOCIAL (Z60);Sin observación;Médica
SAN ANTONIO;PSIQUIATRÍA PEDIÁTRICA Y DE LA ADOLESCENCIA;0 a 17 años, 11 meses, 29 días.;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
SAN ANTONIO;OFTALMOLOGIA;Toda edad;CENTRO DE SALUD FAMILIAR NÉSTOR FERNÁNDEZ THOMAS;, ALTERACION VISUAL, NO ESPECIFICADA (H539) , BLEFARITIS (H010) , BLEFAROPTOSIS (H024) , CALACIO (CHALAZION) (H001) , ECTROPION DEL PARPADO (H021) , ENTROPION Y TRIQUIASIS PALPEBRAL (H020) , GLAUCOMA (H40) , GLAUCOMA, NO ESPECIFICADO (H409) , GLAUCOMA PRIMARIO DE ANGULO ABIERTO (H401) , GLAUCOMA SECUNDARIO A DROGAS (H406) , GLAUCOMA SECUNDARIO A OTROS TRASTORNOS DEL OJO (H405) , LAGOFTALMOS (H022) , ORZUELO Y CALACIO (H00) , ORZUELO Y OTRAS INFLAMACIONES PROFUNDAS DEL PARPADO (H000) , OTROS GLAUCOMAS (H408) , OTROS TRASTORNOS DE LA CONJUNTIVA (H11) , OTROS TRASTORNOS DEGENERATIVOS DEL GLOBO OCULAR (H443) , OTROS TRASTORNOS ESPECIFICADOS DEL CRISTALINO (H278) , PTERIGION (H110) , SOSPECHA DE GLAUCOMA (H400) , TRASTORNO DE LA RETINA, NO ESPECIFICADO (H359) , TRASTORNO DE LAS VIAS OPTICAS, NO ESPECIFICADO (H477) , TRASTORNO DEL CRISTALINO, NO ESPECIFICADO (H279) , TRASTORNO DEL PARPADO, NO ESPECIFICADO (H029) , TRASTORNOS DEL GLOBO OCULAR (H44);Sin observación;Médica (R) 
SAN ANTONIO;OFTALMOLOGIA;Desde 9 años;CENTRO DE SALUD FAMILIAR NÉSTOR FERNÁNDEZ THOMAS;, ESTRABISMO, NO ESPECIFICADO (H509);Sin observación;Médica (R) 
SAN ANTONIO;OFTALMOLOGIA;Toda edad;CENTRO DE SALUD FAMILIAR SAN ANTONIO;, ALTERACION VISUAL, NO ESPECIFICADA (H539) , BLEFARITIS (H010) , BLEFAROPTOSIS (H024) , CALACIO (CHALAZION) (H001) , ECTROPION DEL PARPADO (H021) , ENTROPION Y TRIQUIASIS PALPEBRAL (H020) , GLAUCOMA (H40) , GLAUCOMA, NO ESPECIFICADO (H409) , GLAUCOMA PRIMARIO DE ANGULO ABIERTO (H401) , GLAUCOMA SECUNDARIO A DROGAS (H406) , GLAUCOMA SECUNDARIO A OTROS TRASTORNOS DEL OJO (H405) , LAGOFTALMOS (H022) , ORZUELO Y CALACIO (H00) , ORZUELO Y OTRAS INFLAMACIONES PROFUNDAS DEL PARPADO (H000) , OTROS GLAUCOMAS (H408) , OTROS TRASTORNOS DE LA CONJUNTIVA (H11) , OTROS TRASTORNOS DEGENERATIVOS DEL GLOBO OCULAR (H443) , OTROS TRASTORNOS ESPECIFICADOS DEL CRISTALINO (H278) , PTERIGION (H110) , SOSPECHA DE GLAUCOMA (H400) , TRASTORNO DE LA RETINA, NO ESPECIFICADO (H359) , TRASTORNO DE LAS VIAS OPTICAS, NO ESPECIFICADO (H477) , TRASTORNO DEL CRISTALINO, NO ESPECIFICADO (H279) , TRASTORNO DEL PARPADO, NO ESPECIFICADO (H029) , TRASTORNOS DEL GLOBO OCULAR (H44);Sin observación;Médica (R) 
SAN ANTONIO;OFTALMOLOGIA;Desde 9 años;CENTRO DE SALUD FAMILIAR SAN ANTONIO;, ESTRABISMO, NO ESPECIFICADO (H509);Sin observación;Médica (R) 
SAN ANTONIO;OTORRINOLARINGOLOGIA;Toda edad;CENTRO DE SALUD FAMILIAR SAN ANTONIO;, ENFERMEDAD DE MENIERE (H810) , NEURONITIS VESTIBULAR (H812) , OTITIS EXTERNA (H60) , OTITIS EXTERNA AGUDA, NO INFECCIOSA (H605) , OTITIS EXTERNA, SIN OTRA ESPECIFICACION (H609) , OTITIS MEDIA AGUDA SEROSA (H650) , OTITIS MEDIA CRONICA MUCOIDE (H653) , OTITIS MEDIA CRONICA SEROSA (H652) , OTITIS MEDIA, NO ESPECIFICADA (H669) , OTITIS MEDIA NO SUPURATIVA (H65) , OTITIS MEDIA NO SUPURATIVA, SIN OTRA ESPECIFICACION (H659) , OTITIS MEDIA SUPURATIVA AGUDA (H660) , OTITIS MEDIA SUPURATIVA CRONICA ATICOANTRAL (H662) , OTITIS MEDIA SUPURATIVA, SIN OTRA ESPECIFICACION (H664) , OTITIS MEDIA SUPURATIVA Y LA NO ESPECIFICADA (H66) , OTITIS MEDIA TUBOTIMPANICA SUPURATIVA CRONICA (H661) , OTRA OTITIS MEDIA AGUDA, NO SUPURATIVA (H651) , OTRAS OTITIS EXTERNAS (H608) , OTRAS OTITIS EXTERNAS INFECCIOSAS (H603) , OTRAS OTITIS MEDIAS CRONICAS NO SUPURATIVAS (H654) , OTRAS OTITIS MEDIAS CRONICAS SUPURATIVAS (H663) , OTROS TRASTORNOS DE LA FUNCION VESTIBULAR (H818) , OTROS VERTIGOS PERIFERICOS (H813) , SINDROMES VERTIGINOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE (H82) , TRASTORNO DE LA FUNCION VESTIBULAR, NO ESPECIFICADO (H819) , TRASTORNOS DE LA FUNCION VESTIBULAR (H81) , VERTIGO PAROXISTICO BENIGNO (H811);Sin observación;Médica (R) 
SAN ANTONIO;OTORRINOLARINGOLOGIA;Toda edad;CENTRO DE SALUD FAMILIAR SAN ANTONIO;, CERUMEN IMPACTADO (H612) , RINITIS CRONICA (J310);Sin observación;Médica (R) 
SAN ANTONIO;OBSTETRICIA Y GINECOLOGÍA;40 a 64 años, 11 meses, 29 días.;CENTRO DE SALUD FAMILIAR NÉSTOR FERNÁNDEZ THOMAS;, ESTADOS MENOPAUSICOS Y CLIMATERICOS FEMENINOS (N951);Sin observación;Médica (R) 
SAN ANTONIO;OBSTETRICIA Y GINECOLOGÍA;45 años a 64 años, 11 meses, 29 días.;CENTRO DE SALUD FAMILIAR NÉSTOR FERNÁNDEZ THOMAS;, ESTADOS MENOPAUSICOS Y CLIMATERICOS FEMENINOS (N951);Sin observación;Médica (R) 
SAN ANTONIO;OFTALMOLOGIA;Hasta 64 años, 11 meses, 29 días;CENTRO DE SALUD FAMILIAR NÉSTOR FERNÁNDEZ THOMAS;, ANISOMETROPIA Y ANISEICONIA (H523) , ASTIGMATISMO (H522) , DEFECTOS DEL CAMPO VISUAL (H534) , HIPERMETROPIA (H520) , MIOPIA (H521) , MIOPIA DEGENERATIVA (H442) , OTRAS ALTERACIONES VISUALES (H538) , OTROS TRASTORNOS DE LA REFRACCION (H526) , PRESBICIA (H524) , TRASTORNO DE LA REFRACCION, NO ESPECIFICADO (H527) , TRASTORNOS DE LA ACOMODACION (H525) , TRASTORNOS DE LA ACOMODACION Y DE LA REFRACCION (H52);Sin observación;Médica (R) 
SAN ANTONIO;OFTALMOLOGIA;Hasta 64 años, 11 meses, 29 días;CENTRO DE SALUD FAMILIAR SAN ANTONIO;, ANISOMETROPIA Y ANISEICONIA (H523) , ASTIGMATISMO (H522) , DEFECTOS DEL CAMPO VISUAL (H534) , HIPERMETROPIA (H520) , MIOPIA (H521) , MIOPIA DEGENERATIVA (H442) , OTRAS ALTERACIONES VISUALES (H538) , OTROS TRASTORNOS DE LA REFRACCION (H526) , PRESBICIA (H524) , TRASTORNO DE LA REFRACCION, NO ESPECIFICADO (H527) , TRASTORNOS DE LA ACOMODACION (H525) , TRASTORNOS DE LA ACOMODACION Y DE LA REFRACCION (H52);Sin observación;Médica (R) 
SAN ANTONIO;OTORRINOLARINGOLOGIA;5 a 64 años, 11 meses, 29 días;CENTRO DE SALUD FAMILIAR SAN ANTONIO;, HIPOACUSIA CONDUCTIVA BILATERAL (H900) , HIPOACUSIA CONDUCTIVA, SIN OTRA ESPECIFICACION (H902) , HIPOACUSIA CONDUCTIVA, UNILATERAL CON AUDICION IRRESTRICTA CONTRALATERAL (H901) , HIPOACUSIA CONDUCTIVA Y NEUROSENSORIAL (H90) , HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL, BILATERAL (H906) , HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL, NO ESPECIFICADA (H908) , HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL UNILATERAL CON AUDICION IRRRESTRICTA CONTRALATERAL (H907) , HIPOACUSIA NEUROSENSORIAL, BILATERAL (H903) , HIPOACUSIA NEUROSENSORIAL, SIN OTRA ESPECIFICACION (H905) , HIPOACUSIA NEUROSENSORIAL, UNILATERAL CON AUDICION IRRESTRICTA CONTRALATERAL (H904) , HIPOACUSIA, NO ESPECIFICADA (H919) , OTALGIA (H920) , OTALGIA Y SECRECION DEL OIDO (H92) , OTRAS HIPOACUSIAS (H91) , OTRAS HIPOACUSIAS ESPECIFICADAS (H918) , OTRAS PERCEPCIONES AUDITIVAS ANORMALES (H932);Sin observación;Médica (R) 
SAN ANTONIO;OTORRINOLARINGOLOGIA;5 a 64 años, 11 meses, 29 días;CENTRO DE SALUD FAMILIAR SAN ANTONIO;, HIPOACUSIA CONDUCTIVA BILATERAL (H900) , HIPOACUSIA CONDUCTIVA, SIN OTRA ESPECIFICACION (H902) , HIPOACUSIA CONDUCTIVA, UNILATERAL CON AUDICION IRRESTRICTA CONTRALATERAL (H901) , HIPOACUSIA CONDUCTIVA Y NEUROSENSORIAL (H90) , HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL, BILATERAL (H906) , HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL, NO ESPECIFICADA (H908) , HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL UNILATERAL CON AUDICION IRRRESTRICTA CONTRALATERAL (H907) , HIPOACUSIA NEUROSENSORIAL, BILATERAL (H903) , HIPOACUSIA NEUROSENSORIAL, SIN OTRA ESPECIFICACION (H905) , HIPOACUSIA NEUROSENSORIAL, UNILATERAL CON AUDICION IRRESTRICTA CONTRALATERAL (H904) , HIPOACUSIA, NO ESPECIFICADA (H919) , OTRAS HIPOACUSIAS (H91) , OTRAS HIPOACUSIAS ESPECIFICADAS (H918) , OTRAS PERCEPCIONES AUDITIVAS ANORMALES (H932);Sin observación;Médica (R) 
SANTO DOMINGO;MEDICINA FISICA Y REHABILITACIÓN PEDIÁTRICA;0 a 1 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);Sin restricción CIE-10;Sin observación;Médica
SANTO DOMINGO;OFTALMOLOGIA;0 a 8 años, 11 meses, 29 días;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);, ESTRABISMO CONCOMITANTE CONVERGENTE (H500) , ESTRABISMO CONCOMITANTE DIVERGENTE (H501) , ESTRABISMO MECANICO (H506) , ESTRABISMO, NO ESPECIFICADO (H509) , ESTRABISMO PARALITICO (H49) , ESTRABISMO PARALITICO, NO ESPECIFICADO (H499) , ESTRABISMO VERTICAL (H502) , OTROS ESTRABISMOS (H50) , OTROS ESTRABISMOS ESPECIFICADOS (H508) , OTROS ESTRABISMOS PARALITICOS (H498);Sin observación;Médica
SANTO DOMINGO;CARDIOLOGIA;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO, ESPECIFICADA (Q288);Sin observación;Médica
SANTO DOMINGO;CIRUGÍA PEDIÁTRICA;0 a 14 años, 11 meses, 29 días;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
SANTO DOMINGO;ENDOCRINOLOGÍA PEDIÁTRICA;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);Sin restricción CIE-10;Sin observación;Médica
SANTO DOMINGO;ENFERMEDADES RESPIRATORIAS PEDIÁTRICAS;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, FIBROSIS QUISTICA (E84) , FIBROSIS QUISTICA CON MANIFESTACIONES INTESTINALES (E841) , FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES (E840) , FIBROSIS QUISTICA CON OTRAS MANIFESTACIONES (E848) , FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION (E849);Sin observación;Médica
SANTO DOMINGO;ENFERMEDADES RESPIRATORIAS PEDIÁTRICAS;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, CONTACTO CON Y EXPOSICION A TUBERCULOSIS (Z201) , LINFADENOPATIA PERIFERICA TUBERCULOSA (A182) , MENINGITIS TUBERCULOSA (G01*) (A170) , OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO (A178) , OTRAS TUBERCULOSIS MILIARES (A198) , OTRAS TUBERCULOSIS RESPIRATORIAS, CONFIRMADAS BACTERIOLOGICA E HISTOLOGICAMENTE (A158) , OTRAS TUBERCULOSIS RESPIRATORIAS, SIN MENCION DE CONFIRMACION (A168) , PLEURESIA TUBERCULOSA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A156) , PLEURESIA TUBERCULOSA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA (A165) , TUBERCULOMA MENINGEO (G07*) (A171) , TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A154) , TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA (A163) , TUBERCULOSIS DE GLANDULAS SUPRARRENALES (E35.1*) (A187) , TUBERCULOSIS DE HUESOS Y ARTICULACIONES (A180) , TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO (A184) , TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A155) , TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS SIN MENCION DE CONFIRMACION BACTERIOLOGICA HISTOLOGICA (A164) , TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTERICOS (A183) , TUBERCULOSIS DE OTROS ORGANOS (A18) , TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS (A188) , TUBERCULOSIS DEL APARATO GENITOURINARIO (A181) , TUBERCULOSIS DEL OIDO (A186) , TUBERCULOSIS DEL OJO (A185) , TUBERCULOSIS DEL PULMON, CON EXAMEN BACTERIOLOGICO E HISTOLOGICO NEGATIVOS (A160) , TUBERCULOSIS DEL PULMON, CONFIRMADA HISTOLOGICAMENTE (A152) , TUBERCULOSIS DEL PULMON CONFIRMADA POR HALLAZGO MICROSCOPICO DEL BACILO TUBERCULOSO EN ESPUTO CON O SIN CULTIVO (A150) , TUBERCULOSIS DEL PULMON, CONFIRMADA POR MEDIOS NO ESPECIFICADOS (A153) , TUBERCULOSIS DEL PULMON, CONFIRMADA UNICAMENTE POR CULTIVO (A151) , TUBERCULOSIS DEL PULMON, SIN EXAMEN BACTERIOLOGICO E HISTOLOGICO (A161) , TUBERCULOSIS DEL PULMON, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA (A162) , TUBERCULOSIS DEL SISTEMA NERVIOSO (A17) , TUBERCULOSIS DEL SISTEMA NERVIOSO, NO ESPECIFICADA (G99.8*) (A179) , TUBERCULOSIS MILIAR (A19) , TUBERCULOSIS MILIAR AGUDA DE SITIOS MULTIPLES (A191) , TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO (A190) , TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA (A192) , TUBERCULOSIS MILIAR, SIN OTRA ESPECIFICACION (A199) , TUBERCULOSIS RESPIRATORIA CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A15) , TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMEMTE (A16) , TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A159) , TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, SIN MENCION DE CONFIRMAC BACTERIOLOGICA O HISTOLOGICA (A169) , TUBERCULOSIS RESPIRATORIA PRIMARIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE (A157) , TUBERCULOSIS RESPIRATORIA PRIMARIA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA (A167);Sin observación;Médica
SANTO DOMINGO;GINECOLOGÍA PEDIÁTRICA Y DE LA ADOLESCENCIA;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);, CHANCRO BLANDO (A57) , GRANULOMA INGUINAL (A58) , INFECCION ANOGENITAL DEBIDA A VIRUS DEL HERPES (HERPES SIMPLE) (A60) , INFECCION GONOCOCICA (A54) , LINFOGRANULOMA (VENEREO) POR CLAMIDIAS (A55) , OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL, NO CLASIFICADAS EN OTRA PARTE (A63) , OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDAS A CLAMIDIAS (A56) , OTRAS SIFILIS Y LAS NO ESPECIFICADAS (A53) , SIFILIS PRECOZ (A51) , SIFILIS TARDIA (A52) , TRICOMONIASIS (A59) , VERRUGAS (VENEREAS) ANOGENITALES (A630);Sin observación;Médica
SANTO DOMINGO;GINECOLOGÍA PEDIÁTRICA Y DE LA ADOLESCENCIA;0 a 14 años, 11 meses, 29 días;HOSPITAL CLAUDIO VICUÑA ( SAN ANTONIO);Sin restricción CIE-10;Sin observación;Médica
SANTO DOMINGO;HEMATOLOGIA;0 a 14 años, 11 meses, 29 días;HOSPITAL CARLOS VAN BUREN (VALPARAÍSO);Sin restricción CIE-10;Sin observación;Médica
